,tweet,date,hashtag,retweets,tokenized_tweet
622,"It's 23:00 B.S.T., and I've just realised that #Israel may not win because of, erm, politics. #Eurovision",2018-05-12 15:02:04,#Israel #Eurovision,0,ve just realis israel win erm polit eurovis
623,Err...It's nearly 2300 . What was with the lounge music - how much energy do they think we have ? Off to brew coffee #Eurovision2018 #Eurovision,2018-05-12 14:48:28,#Eurovision2018 #Eurovision,1,err nearli loung music energi think brew coffe eurovis eurovis
624,Shitters... socket connection to Twitter disconnected between 22: 23:00 -22:23:59. Bollocks. :/ #Eurovision #ESC2018 #AllAboard,2018-05-12 14:28:44,#Eurovision #ESC2018 #AllAboard,0,shitter socket connect twitter disconnect bollock eurovis esc allaboard
625,TTs [ 23:00 ] #Eurovision Betis Grease #BatallaDeLosGallos Isco https:// cards.twitter.com/cards/18ce541f bd4/4xho6 …,2018-05-12 14:00:01,#Eurovision #BatallaDeLosGallos,0,tt eurovis beti greas batalladelosgallo isco http card twitter com card ce bd xho
626,"Eh, I'll come back around 23:00 to see the results. I can't take this crap seriously anymore. All the same, I wish everyone a successful performance. #EUROVISION",2018-05-12 13:36:28,#EUROVISION,1,eh ll come result crap serious anymor wish success perform eurovis
627,Denmark go straight into the meme machine: When you've got the #Eurovision at 21:18 but a scene to record for Vikings at 23:00 . pic.twitter.com/Zb5wFUI68E,2018-05-12 13:20:35,#Eurovision,2,denmark straight meme machin ve got eurovis scene record vike pic twitter com zb wfui
628,"Cracked open the #Eurovision beers early, let’s hope the voting finish by 23:00 or this could be messy! pic.twitter.com/V0w6h8ePXm",2018-05-12 09:23:15,#Eurovision,0,crack open eurovis beer earli let hope vote finish messi pic twitter com epxm
629,Volunteers to work #Eurovision night? ^JC checking in until 23:00 and loving life. pic.twitter.com/AmaqpG98A0,2018-05-12 06:32:21,#Eurovision,1,volunt work eurovis night jc check love life pic twitter com amaqpg
630,"Best line from this AP article about #Eurovision ""Barring technical glitches, the winner should be crowned before midnight ( 2300 GMT)."" https:// apnews.com/9bcd9d42aba549 a5b9a3b291e0fe37de/Songs-and-votes:-Looking-at-the-2018-Eurovision-Song-Contest …",2018-05-12 03:24:25,#Eurovision,0,best line ap articl eurovis bar technic glitch winner crown midnight gmt http apnew com bcd aba fe song vote look eurovis song contest
631,Update - 23:00 #Eurovision #Odds : #Hungary ESCplus Prediction rank: #24 (+1) Betting Odds rank: #18 (+7) Chances of winning: 2.44% more info: http://www. esc-plus.com/odds - #ESCplusOdds #esc2018,2018-05-10 14:14:12,#Eurovision #Odds #Hungary #24 #18 #ESCplusOdds #esc2018,0,updat eurovis odd hungari escplu predict rank bet odd rank chanc win info esc plu com odd escplusodd esc
632,"When you've got to go to a Goth party at 23:00 , but have #Eurovision at 21:45 #MLT pic.twitter.com/qwkLAGVgxd",2018-05-10 12:57:44,#Eurovision #MLT,2,ve got goth parti eurovis mlt pic twitter com qwklagvgxd
633,Feeling very social tonight so who's up for @FortniteGame squads/duos? Live from just after 23:00 (whenever the #eurovision semi final finishes),2018-05-10 12:04:33,#eurovision,0,feel social tonight fortnitegam squad duo live just eurovis semi final finish
634,Quite sure I'm not the only one who has 0. 0000 feels for #Eurovision #fb pic.twitter.com/4GzCAcdxEl,2018-05-13 05:42:22,#Eurovision #fb,0,quit sure feel eurovis fb pic twitter com gzcacdxel
635,If anyone need's to wind down after #Eurovision pop over to @TalkingPicsTV at 00:00 GMT for one of my all time favourite films 'The Ghost & Mrs Muir'. Dear Rex at his best!,2018-05-12 15:52:08,#Eurovision,0,need wind eurovis pop talkingpicstv gmt time favourit film ghost mr muir dear rex best
636,Noche vieja. 23:59 00:00 00 :01 #Eurovision #FinalEurovision #Eurovision2018 pic.twitter.com/8uQLXfIuHo,2018-05-12 14:33:28,#Eurovision #FinalEurovision #Eurovision2018,1,noch vieja eurovis finaleurovis eurovis pic twitter com uqlxfiuho
637,Just announce the winner already it’s almost 00:00 #Eurovision,2018-05-12 14:32:46,#Eurovision,0,just announc winner eurovis
638,"Waiting for the breakdown 0000 , all the rest is bullshit #Eurovision",2018-05-12 13:36:47,#Eurovision,0,wait breakdown rest bullshit eurovis
639,"6. Estonia Opera song, very ambitious, perfect song, Brilliant dress, love the makeup Such a soft and subtle song The dress 65, 0000 € but it's a lovely dress for a lovely song, very much of a high note omg #eurovision",2018-05-12 12:40:20,#eurovision,0,estonia opera song ambiti perfect song brilliant dress love makeup soft subtl song dress love dress love song high note omg eurovis
640,Flag up. Lights rigged. Backtime calculations done so that YouTube playlist of all winners ends bang on 20: 00:00 . #pro #Eurovision,2018-05-12 11:35:41,#pro #Eurovision,0,flag light rig backtim calcul youtub playlist winner end bang pro eurovis
643,"We watched #Eurovision 22:30- 02:00 - mad as chickens, obvs. Alex decorated cakes... pic.twitter.com/qM31IC2fTb",2018-05-13 02:25:13,#Eurovision,0,watch eurovis mad chicken obv alex decor cake pic twitter com qm ic ftb
645,[ 03:00 ] TTs España (1/2): 1) #eurovision 2) #CachitosHorrorvision 3) #jjpoli 4) Palestina 5) #rosavientos20,2018-05-12 18:01:00,#eurovision #CachitosHorrorvision #jjpoli #rosavientos20,0,tt españa eurovis cachitoshorrorvis jjpoli palestina rosaviento
646,"#Eurovision Song Contest 2018 / May 13, 2018 - 03:00 am (GMT +8) #AllAboard Who will win the trophy? Best of luck to all 26 competing countries. https:// twitter.com/Eurovision/sta tus/995260727719092224 …",2018-05-12 05:19:40,#Eurovision #AllAboard,0,eurovis song contest gmt allaboard win trophi best luck compet countri http twitter com eurovis sta tu
648,[ 04:00 ] TTs España (1/2): 1) #eurovision 2) #CachitosHorrorvision 3) #rosavientos20 4) Palestina 5) #jjpoli,2018-05-12 19:01:00,#eurovision #CachitosHorrorvision #rosavientos20 #jjpoli,1,tt españa eurovis cachitoshorrorvis rosaviento palestina jjpoli
649,04.00 AM ( #Netherlands ) HITMIX 4 on Dizgo Radio FM with 10 entries like #Sweden #Israel #Cyprus #Australia #UnitedKingdom and more included from the #ESC2018 #EDM #Eurovision @DizgoRadioFM @Eurovision #DizgoRadioFM pic.twitter.com/SYLw5V0TUo,2018-05-12 18:40:53,#Netherlands #Sweden #Israel #Cyprus #Australia #UnitedKingdom #ESC2018 #EDM #Eurovision #DizgoRadioFM,0,netherland hitmix dizgo radio fm entri like sweden israel cypru australia unitedkingdom includ esc edm eurovis dizgoradiofm eurovis dizgoradiofm pic twitter com sylw tuo
677,Agree 1000 %. Totally squandered opportunity to give the #eurovision some proper #indigenous cultural magic. https:// twitter.com/escparty/statu s/997480756632064000 …,2018-05-19 18:50:10,#eurovision #indigenous,0,agre total squander opportun eurovis proper indigen cultur magic http twitter com escparti statu
830,"Many of you have cast a vote in our #GTM trivia! Check back tomorrow at 12:00 (Noon) CET to learn if you got the answer right! (And if you haven't voted on the polls yet, make sure you do that too!) #Eurovision #ESC",2018-06-11 10:18:43,#GTM #Eurovision #ESC,0,cast vote gtm trivia check tomorrow noon cet learn got answer right haven vote poll make sure eurovis esc
907,"We have 40 participants so far, the submission window ends today at 17:00 CET! #WorldVision #WVSC01 #Eurovision",2018-06-17 03:24:22,#WorldVision #WVSC01 #Eurovision,3,particip far submiss window end today cet worldvis wvsc eurovis
925,#WorldCup starts today and will unite the world around a football competition. This evening at 19:00 CET we will start #WorldVision to unite the world around a music competition! Stay tuned for more! #Eurovision #WVSC01,2018-06-14 08:31:22,#WorldCup #WorldVision #Eurovision #WVSC01,1,worldcup start today unit world footbal competit even cet start worldvis unit world music competit stay tune eurovis wvsc
936,"Cumulated scores of the Big Five since 2000 : 1. Italy , 1507 points 2. Germany , 1340 points 3. France , 1269 points 4. Spain , 967 points 5. United Kingdom , 856 points #Eurovision",2018-06-12 04:04:50,#Eurovision,0,cumul score big itali point germani point franc point spain point unit kingdom point eurovis
937,"Do I do an analysis of all the years of #Eurovision ? To analyze the six of the best 2000 -2018? + I don't really know English, so there's a lot of bugs! And I went to sleep!",2018-06-11 09:44:11,#Eurovision,0,analysi year eurovis analyz best don realli know english lot bug went sleep
938,"And for the last selected (took into account the final and it is necessary as that to punish for the last places). I took the year 2000 -2018. So, let's begin P.S This is the English version of my Russian tweet. #Eurovision",2018-06-11 09:44:06,#Eurovision,0,select took account final necessari punish place took year let begin english version russian tweet eurovis
939,Doing research for the next @ukeboogie topic #Eurovision and talking with people I notice SO MANY don't know #Knorkator tried to become German candidate in 2000 : https://www. youtube.com/watch?v=6ZH86u faAUM …,2018-06-03 13:59:56,#Eurovision #Knorkator,0,do research ukeboogi topic eurovis talk peopl notic don know knorkat tri german candid youtub com watch zh faaum
940,#Eurovision : My Winners 2000 -2018 http:// youtu.be/283ukL09iNM?a,2018-05-29 11:35:27,#Eurovision,0,eurovis winner http youtu ukl inm
1207,We have a brand new Passion Project tonight presented by @WriterBlades at 21:00 . His guest tonight is Ruben Ferdinand and it's a Eurovision Special! http:// ow.ly/y5uM30komRh #eurovision,2018-06-07 11:00:16,#eurovision,4,brand new passion project tonight present writerblad guest tonight ruben ferdinand eurovis special http ow ly um komrh eurovis
1334,Readers of Irish news website The Journal reject call for the national broadcaster (RTÉ) to boycott the #Eurovision next year in #Israel . pic.twitter.com/qNC5eXJQy4,2018-06-16 09:51:40,#Eurovision #Israel,2,reader irish news websit journal reject nation broadcast rté boycott eurovis year israel pic twitter com qnc exjqi
1335,Readers of Irish news website The Journal reject call for the national broadcaster (RTÉ) to boycott the #Eurovision next year in #Israel . pic.twitter.com/Mx6wU9lZNS,2018-06-16 05:10:27,#Eurovision #Israel,6,reader irish news websit journal reject nation broadcast rté boycott eurovis year israel pic twitter com mx wu lzn
